Census Region,Census Region Code,Year,Year Code,ICD Chapter,ICD Chapter Code,Deaths,Population,Crude Rate
Census Region 1: Northeast,CENS-R1,2012,2012,"Endocrine, nutritional and metabolic diseases",E00-E88,18307,55829059,32.8
Census Region 1: Northeast,CENS-R1,2012,2012,Mental and behavioural disorders,F01-F99,28860,55829059,51.7
Census Region 1: Northeast,CENS-R1,2012,2012,Diseases of the nervous system,G00-G98,22375,55829059,40.1
Census Region 1: Northeast,CENS-R1,2012,2012,Diseases of the circulatory system,I00-I99,152785,55829059,273.7
Census Region 1: Northeast,CENS-R1,2012,2012,Diseases of the respiratory system,J00-J98,44071,55829059,78.9
Census Region 1: Northeast,CENS-R1,2012,2012,Diseases of the digestive system,K00-K92,16379,55829059,29.3
Census Region 1: Northeast,CENS-R1,2012,2012,Diseases of the skin and subcutaneous tissue,L00-L98,836,55829059,1.5
Census Region 1: Northeast,CENS-R1,2012,2012,Diseases of the musculoskeletal system and connective tissue,M00-M99,2368,55829059,4.2
Census Region 1: Northeast,CENS-R1,2012,2012,Diseases of the genitourinary system,N00-N98,11957,55829059,21.4
Census Region 1: Northeast,CENS-R1,2012,2012,"Pregnancy, childbirth and the puerperium",O00-O99,142,55829059,0.3
Census Region 1: Northeast,CENS-R1,2012,2012,Certain conditions originating in the perinatal period,P00-P96,1924,55829059,3.4
Census Region 1: Northeast,CENS-R1,2012,2012,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1381,55829059,2.5
Census Region 1: Northeast,CENS-R1,2012,2012,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6918,55829059,12.4
Census Region 1: Northeast,CENS-R1,2012,2012,External causes of morbidity and mortality,V01-Y89,29707,55829059,53.2
Census Region 1: Northeast,CENS-R1,2013,2013,Certain infectious and parasitic diseases,A00-B99,14476,55988771,25.9
Census Region 1: Northeast,CENS-R1,2013,2013,Neoplasms,C00-D48,112472,55988771,200.9
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1939,55988771,3.5
Census Region 1: Northeast,CENS-R1,2013,2013,"Endocrine, nutritional and metabolic diseases",E00-E88,18901,55988771,33.8
Census Region 1: Northeast,CENS-R1,2013,2013,Mental and behavioural disorders,F01-F99,30785,55988771,55
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the nervous system,G00-G98,22588,55988771,40.3
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the eye and adnexa,H00-H57,11,55988771,0.0 (Unreliable)
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the ear and mastoid process,H60-H93,10,55988771,0.0 (Unreliable)
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the circulatory system,I00-I99,154804,55988771,276.5
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the respiratory system,J00-J98,46354,55988771,82.8
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the digestive system,K00-K92,16842,55988771,30.1
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the skin and subcutaneous tissue,L00-L98,875,55988771,1.6
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the musculoskeletal system and connective tissue,M00-M99,2322,55988771,4.1
Census Region 1: Northeast,CENS-R1,2013,2013,Diseases of the genitourinary system,N00-N98,12206,55988771,21.8
Census Region 1: Northeast,CENS-R1,2013,2013,"Pregnancy, childbirth and the puerperium",O00-O99,173,55988771,0.3
Census Region 1: Northeast,CENS-R1,2013,2013,Certain conditions originating in the perinatal period,P00-P96,1882,55988771,3.4
Census Region 1: Northeast,CENS-R1,2013,2013,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1374,55988771,2.5
Census Region 1: Northeast,CENS-R1,2013,2013,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,7009,55988771,12.5
Census Region 1: Northeast,CENS-R1,2013,2013,External causes of morbidity and mortality,V01-Y89,30493,55988771,54.5
Census Region 1: Northeast,CENS-R1,2014,2014,Certain infectious and parasitic diseases,A00-B99,14206,56116791,25.3
Census Region 1: Northeast,CENS-R1,2014,2014,Neoplasms,C00-D48,112716,56116791,200.9
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2009,56116791,3.6
Census Region 1: Northeast,CENS-R1,2014,2014,"Endocrine, nutritional and metabolic diseases",E00-E88,19363,56116791,34.5
Census Region 1: Northeast,CENS-R1,2014,2014,Mental and behavioural disorders,F01-F99,31097,56116791,55.4
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the nervous system,G00-G98,23936,56116791,42.7
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the circulatory system,I00-I99,152779,56116791,272.3
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the respiratory system,J00-J98,45059,56116791,80.3
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the digestive system,K00-K92,17061,56116791,30.4
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the skin and subcutaneous tissue,L00-L98,899,56116791,1.6
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the musculoskeletal system and connective tissue,M00-M99,2350,56116791,4.2
Census Region 1: Northeast,CENS-R1,2014,2014,Diseases of the genitourinary system,N00-N98,12359,56116791,22
Census Region 1: Northeast,CENS-R1,2014,2014,"Pregnancy, childbirth and the puerperium",O00-O99,172,56116791,0.3
Census Region 1: Northeast,CENS-R1,2014,2014,Certain conditions originating in the perinatal period,P00-P96,1760,56116791,3.1
Census Region 1: Northeast,CENS-R1,2014,2014,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1333,56116791,2.4
Census Region 1: Northeast,CENS-R1,2014,2014,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6832,56116791,12.2
Census Region 1: Northeast,CENS-R1,2014,2014,External causes of morbidity and mortality,V01-Y89,31228,56116791,55.6
Census Region 1: Northeast,CENS-R1,2015,2015,Certain infectious and parasitic diseases,A00-B99,14577,56184737,25.9
Census Region 1: Northeast,CENS-R1,2015,2015,Neoplasms,C00-D48,112334,56184737,199.9
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2006,56184737,3.6
Census Region 1: Northeast,CENS-R1,2015,2015,"Endocrine, nutritional and metabolic diseases",E00-E88,19671,56184737,35
Census Region 1: Northeast,CENS-R1,2015,2015,Mental and behavioural disorders,F01-F99,31223,56184737,55.6
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the nervous system,G00-G98,26588,56184737,47.3
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the ear and mastoid process,H60-H93,15,56184737,0.0 (Unreliable)
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the circulatory system,I00-I99,156936,56184737,279.3
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the respiratory system,J00-J98,48098,56184737,85.6
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the digestive system,K00-K92,17476,56184737,31.1
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the skin and subcutaneous tissue,L00-L98,919,56184737,1.6
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the musculoskeletal system and connective tissue,M00-M99,2292,56184737,4.1
Census Region 1: Northeast,CENS-R1,2015,2015,Diseases of the genitourinary system,N00-N98,12841,56184737,22.9
Census Region 1: Northeast,CENS-R1,2015,2015,"Pregnancy, childbirth and the puerperium",O00-O99,155,56184737,0.3
Census Region 1: Northeast,CENS-R1,2015,2015,Certain conditions originating in the perinatal period,P00-P96,1772,56184737,3.2
Census Region 1: Northeast,CENS-R1,2015,2015,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1377,56184737,2.5
Census Region 1: Northeast,CENS-R1,2015,2015,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,7087,56184737,12.6
Census Region 1: Northeast,CENS-R1,2015,2015,External causes of morbidity and mortality,V01-Y89,34010,56184737,60.5
Census Region 1: Northeast,CENS-R1,2016,2016,Certain infectious and parasitic diseases,A00-B99,13901,56209510,24.7
Census Region 1: Northeast,CENS-R1,2016,2016,Neoplasms,C00-D48,112293,56209510,199.8
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2021,56209510,3.6
Census Region 1: Northeast,CENS-R1,2016,2016,"Endocrine, nutritional and metabolic diseases",E00-E88,19686,56209510,35
Census Region 1: Northeast,CENS-R1,2016,2016,Mental and behavioural disorders,F01-F99,30727,56209510,54.7
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the nervous system,G00-G98,27697,56209510,49.3
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the ear and mastoid process,H60-H93,16,56209510,0.0 (Unreliable)
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the circulatory system,I00-I99,155817,56209510,277.2
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the respiratory system,J00-J98,45574,56209510,81.1
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the digestive system,K00-K92,17806,56209510,31.7
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the skin and subcutaneous tissue,L00-L98,929,56209510,1.7
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the musculoskeletal system and connective tissue,M00-M99,2292,56209510,4.1
Census Region 1: Northeast,CENS-R1,2016,2016,Diseases of the genitourinary system,N00-N98,12732,56209510,22.7
Census Region 1: Northeast,CENS-R1,2016,2016,"Pregnancy, childbirth and the puerperium",O00-O99,188,56209510,0.3
Census Region 1: Northeast,CENS-R1,2016,2016,Certain conditions originating in the perinatal period,P00-P96,1687,56209510,3
Census Region 1: Northeast,CENS-R1,2016,2016,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1416,56209510,2.5
Census Region 1: Northeast,CENS-R1,2016,2016,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,7396,56209510,13.2
Census Region 1: Northeast,CENS-R1,2016,2016,External causes of morbidity and mortality,V01-Y89,37900,56209510,67.4
Census Region 2: Midwest,CENS-R2,1999,1999,Certain infectious and parasitic diseases,A00-B99,11621,64100061,18.1
Census Region 2: Midwest,CENS-R2,1999,1999,Neoplasms,C00-D48,136222,64100061,212.5
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2309,64100061,3.6
Census Region 2: Midwest,CENS-R2,1999,1999,"Endocrine, nutritional and metabolic diseases",E00-E88,23319,64100061,36.4
Census Region 2: Midwest,CENS-R2,1999,1999,Mental and behavioural disorders,F01-F99,11605,64100061,18.1
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the nervous system,G00-G98,21991,64100061,34.3
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the eye and adnexa,H00-H57,12,64100061,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the ear and mastoid process,H60-H93,18,64100061,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the circulatory system,I00-I99,234297,64100061,365.5
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the respiratory system,J00-J98,56837,64100061,88.7
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the digestive system,K00-K92,19339,64100061,30.2
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the skin and subcutaneous tissue,L00-L98,851,64100061,1.3
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the musculoskeletal system and connective tissue,M00-M99,3483,64100061,5.4
Census Region 2: Midwest,CENS-R2,1999,1999,Diseases of the genitourinary system,N00-N98,13417,64100061,20.9
Census Region 2: Midwest,CENS-R2,1999,1999,"Pregnancy, childbirth and the puerperium",O00-O99,76,64100061,0.1
Census Region 2: Midwest,CENS-R2,1999,1999,Certain conditions originating in the perinatal period,P00-P96,3428,64100061,5.3
Census Region 2: Midwest,CENS-R2,1999,1999,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2548,64100061,4
Census Region 2: Midwest,CENS-R2,1999,1999,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6241,64100061,9.7
Census Region 2: Midwest,CENS-R2,1999,1999,External causes of morbidity and mortality,V01-Y89,34532,64100061,53.9
Census Region 2: Midwest,CENS-R2,2000,2000,Certain infectious and parasitic diseases,A00-B99,11294,64392776,17.5
Census Region 2: Midwest,CENS-R2,2000,2000,Neoplasms,C00-D48,136488,64392776,212
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2259,64392776,3.5
Census Region 2: Midwest,CENS-R2,2000,2000,"Endocrine, nutritional and metabolic diseases",E00-E88,23443,64392776,36.4
Census Region 2: Midwest,CENS-R2,2000,2000,Mental and behavioural disorders,F01-F99,12400,64392776,19.3
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the nervous system,G00-G98,23579,64392776,36.6
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the eye and adnexa,H00-H57,13,64392776,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the ear and mastoid process,H60-H93,19,64392776,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the circulatory system,I00-I99,228356,64392776,354.6
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the respiratory system,J00-J98,54965,64392776,85.4
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the digestive system,K00-K92,19617,64392776,30.5
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the skin and subcutaneous tissue,L00-L98,857,64392776,1.3
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the musculoskeletal system and connective tissue,M00-M99,3550,64392776,5.5
Census Region 2: Midwest,CENS-R2,2000,2000,Diseases of the genitourinary system,N00-N98,13864,64392776,21.5
Census Region 2: Midwest,CENS-R2,2000,2000,"Pregnancy, childbirth and the puerperium",O00-O99,83,64392776,0.1
Census Region 2: Midwest,CENS-R2,2000,2000,Certain conditions originating in the perinatal period,P00-P96,3419,64392776,5.3
Census Region 2: Midwest,CENS-R2,2000,2000,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2559,64392776,4
Census Region 2: Midwest,CENS-R2,2000,2000,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6086,64392776,9.5
Census Region 2: Midwest,CENS-R2,2000,2000,External causes of morbidity and mortality,V01-Y89,33992,64392776,52.8
Census Region 2: Midwest,CENS-R2,2001,2001,Certain infectious and parasitic diseases,A00-B99,11273,64776531,17.4
Census Region 2: Midwest,CENS-R2,2001,2001,Neoplasms,C00-D48,135855,64776531,209.7
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2358,64776531,3.6
Census Region 2: Midwest,CENS-R2,2001,2001,"Endocrine, nutritional and metabolic diseases",E00-E88,24148,64776531,37.3
Census Region 2: Midwest,CENS-R2,2001,2001,Mental and behavioural disorders,F01-F99,13449,64776531,20.8
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the nervous system,G00-G98,24491,64776531,37.8
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the eye and adnexa,H00-H57,10,64776531,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the ear and mastoid process,H60-H93,23,64776531,0
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the circulatory system,I00-I99,223088,64776531,344.4
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the respiratory system,J00-J98,54282,64776531,83.8
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the digestive system,K00-K92,19913,64776531,30.7
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the skin and subcutaneous tissue,L00-L98,905,64776531,1.4
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the musculoskeletal system and connective tissue,M00-M99,3550,64776531,5.5
Census Region 2: Midwest,CENS-R2,2001,2001,Diseases of the genitourinary system,N00-N98,14311,64776531,22.1
Census Region 2: Midwest,CENS-R2,2001,2001,"Pregnancy, childbirth and the puerperium",O00-O99,64,64776531,0.1
Census Region 2: Midwest,CENS-R2,2001,2001,Certain conditions originating in the perinatal period,P00-P96,3291,64776531,5.1
Census Region 2: Midwest,CENS-R2,2001,2001,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2492,64776531,3.8
Census Region 2: Midwest,CENS-R2,2001,2001,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5952,64776531,9.2
Census Region 2: Midwest,CENS-R2,2001,2001,Codes for special purposes,U00-U99,17,64776531,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2001,2001,External causes of morbidity and mortality,V01-Y89,35535,64776531,54.9
Census Region 2: Midwest,CENS-R2,2002,2002,Certain infectious and parasitic diseases,A00-B99,12458,65018293,19.2
Census Region 2: Midwest,CENS-R2,2002,2002,Neoplasms,C00-D48,136609,65018293,210.1
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2378,65018293,3.7
Census Region 2: Midwest,CENS-R2,2002,2002,"Endocrine, nutritional and metabolic diseases",E00-E88,24648,65018293,37.9
Census Region 2: Midwest,CENS-R2,2002,2002,Mental and behavioural disorders,F01-F99,14580,65018293,22.4
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the nervous system,G00-G98,26352,65018293,40.5
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the eye and adnexa,H00-H57,12,65018293,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the ear and mastoid process,H60-H93,11,65018293,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the circulatory system,I00-I99,221342,65018293,340.4
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the respiratory system,J00-J98,55704,65018293,85.7
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the digestive system,K00-K92,20165,65018293,31
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the skin and subcutaneous tissue,L00-L98,960,65018293,1.5
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the musculoskeletal system and connective tissue,M00-M99,3766,65018293,5.8
Census Region 2: Midwest,CENS-R2,2002,2002,Diseases of the genitourinary system,N00-N98,14892,65018293,22.9
Census Region 2: Midwest,CENS-R2,2002,2002,"Pregnancy, childbirth and the puerperium",O00-O99,62,65018293,0.1
Census Region 2: Midwest,CENS-R2,2002,2002,Certain conditions originating in the perinatal period,P00-P96,3300,65018293,5.1
Census Region 2: Midwest,CENS-R2,2002,2002,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2588,65018293,4
Census Region 2: Midwest,CENS-R2,2002,2002,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6132,65018293,9.4
Census Region 2: Midwest,CENS-R2,2002,2002,External causes of morbidity and mortality,V01-Y89,36623,65018293,56.3
Census Region 2: Midwest,CENS-R2,2003,2003,Certain infectious and parasitic diseases,A00-B99,12423,65276954,19
Census Region 2: Midwest,CENS-R2,2003,2003,Neoplasms,C00-D48,135974,65276954,208.3
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2379,65276954,3.6
Census Region 2: Midwest,CENS-R2,2003,2003,"Endocrine, nutritional and metabolic diseases",E00-E88,24264,65276954,37.2
Census Region 2: Midwest,CENS-R2,2003,2003,Mental and behavioural disorders,F01-F99,15502,65276954,23.7
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the nervous system,G00-G98,27807,65276954,42.6
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the eye and adnexa,H00-H57,11,65276954,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the ear and mastoid process,H60-H93,19,65276954,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the circulatory system,I00-I99,215021,65276954,329.4
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the respiratory system,J00-J98,55495,65276954,85
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the digestive system,K00-K92,20081,65276954,30.8
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the skin and subcutaneous tissue,L00-L98,970,65276954,1.5
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the musculoskeletal system and connective tissue,M00-M99,3630,65276954,5.6
Census Region 2: Midwest,CENS-R2,2003,2003,Diseases of the genitourinary system,N00-N98,15137,65276954,23.2
Census Region 2: Midwest,CENS-R2,2003,2003,"Pregnancy, childbirth and the puerperium",O00-O99,76,65276954,0.1
Census Region 2: Midwest,CENS-R2,2003,2003,Certain conditions originating in the perinatal period,P00-P96,3319,65276954,5.1
Census Region 2: Midwest,CENS-R2,2003,2003,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2520,65276954,3.9
Census Region 2: Midwest,CENS-R2,2003,2003,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,7572,65276954,11.6
Census Region 2: Midwest,CENS-R2,2003,2003,External causes of morbidity and mortality,V01-Y89,35652,65276954,54.6
Census Region 2: Midwest,CENS-R2,2004,2004,Certain infectious and parasitic diseases,A00-B99,12047,65532305,18.4
Census Region 2: Midwest,CENS-R2,2004,2004,Neoplasms,C00-D48,134948,65532305,205.9
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2322,65532305,3.5
Census Region 2: Midwest,CENS-R2,2004,2004,"Endocrine, nutritional and metabolic diseases",E00-E88,23834,65532305,36.4
Census Region 2: Midwest,CENS-R2,2004,2004,Mental and behavioural disorders,F01-F99,15834,65532305,24.2
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the nervous system,G00-G98,27846,65532305,42.5
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the eye and adnexa,H00-H57,13,65532305,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the ear and mastoid process,H60-H93,12,65532305,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the circulatory system,I00-I99,204554,65532305,312.1
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the respiratory system,J00-J98,53603,65532305,81.8
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the digestive system,K00-K92,19955,65532305,30.5
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the skin and subcutaneous tissue,L00-L98,960,65532305,1.5
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the musculoskeletal system and connective tissue,M00-M99,3584,65532305,5.5
Census Region 2: Midwest,CENS-R2,2004,2004,Diseases of the genitourinary system,N00-N98,14892,65532305,22.7
Census Region 2: Midwest,CENS-R2,2004,2004,"Pregnancy, childbirth and the puerperium",O00-O99,115,65532305,0.2
Census Region 2: Midwest,CENS-R2,2004,2004,Certain conditions originating in the perinatal period,P00-P96,3202,65532305,4.9
Census Region 2: Midwest,CENS-R2,2004,2004,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2475,65532305,3.8
Census Region 2: Midwest,CENS-R2,2004,2004,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,5660,65532305,8.6
Census Region 2: Midwest,CENS-R2,2004,2004,External causes of morbidity and mortality,V01-Y89,36872,65532305,56.3
Census Region 2: Midwest,CENS-R2,2005,2005,Certain infectious and parasitic diseases,A00-B99,12657,65751872,19.2
Census Region 2: Midwest,CENS-R2,2005,2005,Neoplasms,C00-D48,135582,65751872,206.2
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2314,65751872,3.5
Census Region 2: Midwest,CENS-R2,2005,2005,"Endocrine, nutritional and metabolic diseases",E00-E88,24613,65751872,37.4
Census Region 2: Midwest,CENS-R2,2005,2005,Mental and behavioural disorders,F01-F99,18036,65751872,27.4
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the nervous system,G00-G98,30495,65751872,46.4
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the eye and adnexa,H00-H57,10,65751872,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the ear and mastoid process,H60-H93,12,65751872,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the circulatory system,I00-I99,203111,65751872,308.9
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the respiratory system,J00-J98,57715,65751872,87.8
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the digestive system,K00-K92,19961,65751872,30.4
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the skin and subcutaneous tissue,L00-L98,976,65751872,1.5
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the musculoskeletal system and connective tissue,M00-M99,3738,65751872,5.7
Census Region 2: Midwest,CENS-R2,2005,2005,Diseases of the genitourinary system,N00-N98,15467,65751872,23.5
Census Region 2: Midwest,CENS-R2,2005,2005,"Pregnancy, childbirth and the puerperium",O00-O99,140,65751872,0.2
Census Region 2: Midwest,CENS-R2,2005,2005,Certain conditions originating in the perinatal period,P00-P96,3324,65751872,5.1
Census Region 2: Midwest,CENS-R2,2005,2005,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2499,65751872,3.8
Census Region 2: Midwest,CENS-R2,2005,2005,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,6019,65751872,9.2
Census Region 2: Midwest,CENS-R2,2005,2005,External causes of morbidity and mortality,V01-Y89,38064,65751872,57.9
Census Region 2: Midwest,CENS-R2,2006,2006,Certain infectious and parasitic diseases,A00-B99,12700,66028555,19.2
Census Region 2: Midwest,CENS-R2,2006,2006,Neoplasms,C00-D48,136212,66028555,206.3
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2157,66028555,3.3
Census Region 2: Midwest,CENS-R2,2006,2006,"Endocrine, nutritional and metabolic diseases",E00-E88,23951,66028555,36.3
Census Region 2: Midwest,CENS-R2,2006,2006,Mental and behavioural disorders,F01-F99,22848,66028555,34.6
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the nervous system,G00-G98,30860,66028555,46.7
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the eye and adnexa,H00-H57,14,66028555,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the ear and mastoid process,H60-H93,11,66028555,0.0 (Unreliable)
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the circulatory system,I00-I99,194626,66028555,294.8
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the respiratory system,J00-J98,53881,66028555,81.6
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the digestive system,K00-K92,20089,66028555,30.4
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the skin and subcutaneous tissue,L00-L98,918,66028555,1.4
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the musculoskeletal system and connective tissue,M00-M99,3551,66028555,5.4
Census Region 2: Midwest,CENS-R2,2006,2006,Diseases of the genitourinary system,N00-N98,15431,66028555,23.4
Census Region 2: Midwest,CENS-R2,2006,2006,"Pregnancy, childbirth and the puerperium",O00-O99,131,66028555,0.2
