State,State Code,Year,Year Code,Gender,Gender Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Illinois,17,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,87,894224,9.7
Illinois,17,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,48,894224,5.4
Illinois,17,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,155,894224,17.3
Illinois,17,2014,2014,Male,M,Assault by sharp object,X99,14,894224,Unreliable
Indiana,18,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,13,421649,Unreliable
Indiana,18,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,29,421649,6.9
Indiana,18,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,50,421649,11.9
Indiana,18,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,13,421649,Unreliable
Indiana,18,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,12,424278,Unreliable
Indiana,18,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,37,424278,8.7
Indiana,18,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,65,424278,15.3
Indiana,18,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,81,424278,19.1
Indiana,18,2014,2014,Male,M,Accidental poisoning by and exposure to alcohol,X45,11,424278,Unreliable
Indiana,18,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,42,424278,9.9
Indiana,18,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,15,424278,Unreliable
Indiana,18,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,63,424278,14.8
Indiana,18,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,56,424278,13.2
Indiana,18,2014,2014,Male,M,Assault by sharp object,X99,10,424278,Unreliable
Indiana,18,2014,2014,Male,M,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,11,424278,Unreliable
Iowa,19,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,200790,Unreliable
Iowa,19,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,200790,Unreliable
Iowa,19,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,21,200790,10.5
Iowa,19,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,15,200790,Unreliable
Kansas,20,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,14,198793,Unreliable
Kansas,20,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,198793,Unreliable
Kansas,20,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,198793,Unreliable
Kansas,20,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,20,198793,10.1
Kansas,20,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,25,198793,12.6
Kansas,20,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,15,198793,Unreliable
Kentucky,21,2014,2014,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,11,281081,Unreliable
Kentucky,21,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,12,281081,Unreliable
Kentucky,21,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,281081,Unreliable
Kentucky,21,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,38,281081,13.5
Kentucky,21,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,13,284781,Unreliable
Kentucky,21,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,28,284781,9.8
Kentucky,21,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61,284781,21.4
Kentucky,21,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,86,284781,30.2
Kentucky,21,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,34,284781,11.9
Kentucky,21,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,34,284781,11.9
Kentucky,21,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,35,284781,12.3
Louisiana,22,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,10,335370,Unreliable
Louisiana,22,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,21,335370,6.3
Louisiana,22,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,335370,Unreliable
Louisiana,22,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,335370,10.4
Louisiana,22,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,335370,Unreliable
Louisiana,22,2014,2014,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,19,335370,Unreliable
Louisiana,22,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,18,335370,Unreliable
Louisiana,22,2014,2014,Male,M,Unspecified human immunodeficiency virus [HIV] disease,B24,10,334258,Unreliable
Louisiana,22,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,10,334258,Unreliable
Louisiana,22,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,11,334258,Unreliable
Louisiana,22,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,13,334258,Unreliable
Louisiana,22,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,59,334258,17.7
Louisiana,22,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,44,334258,13.2
Louisiana,22,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,74,334258,22.1
Louisiana,22,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,18,334258,Unreliable
Louisiana,22,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,50,334258,15
Louisiana,22,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,120,334258,35.9
Maine,23,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,76025,30.3
Maine,23,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,76025,Unreliable
Maine,23,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,13,76025,Unreliable
Maryland,24,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,11,418353,Unreliable
Maryland,24,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,418353,Unreliable
Maryland,24,2014,2014,Female,F,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,31,418353,7.4
Maryland,24,2014,2014,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,10,410870,Unreliable
Maryland,24,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,10,410870,Unreliable
Maryland,24,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,18,410870,Unreliable
Maryland,24,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,410870,Unreliable
Maryland,24,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,410870,Unreliable
Maryland,24,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,22,410870,5.4
Maryland,24,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,27,410870,6.6
Maryland,24,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,79,410870,19.2
Maryland,24,2014,2014,Male,M,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,112,410870,27.3
Maryland,24,2014,2014,Male,M,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,22,410870,5.4
Massachusetts,25,2014,2014,Female,F,Other ill-defined and unspecified causes of mortality,R99,44,468464,9.4
Massachusetts,25,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,50,468464,10.7
Massachusetts,25,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,468464,Unreliable
Massachusetts,25,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,468464,Unreliable
Massachusetts,25,2014,2014,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,11,461938,Unreliable
Massachusetts,25,2014,2014,Male,M,Other ill-defined and unspecified causes of mortality,R99,90,461938,19.5
Massachusetts,25,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,21,461938,4.5
Massachusetts,25,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,227,461938,49.1
Massachusetts,25,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,53,461938,11.5
Massachusetts,25,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,53,461938,11.5
Massachusetts,25,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,12,461938,Unreliable
Massachusetts,25,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,27,461938,5.8
Michigan,26,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,10,598012,Unreliable
Michigan,26,2014,2014,Female,F,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,14,598012,Unreliable
Michigan,26,2014,2014,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,598012,Unreliable
Michigan,26,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,42,598012,7
Michigan,26,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,59,598012,9.9
Michigan,26,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,20,598012,3.3
Michigan,26,2014,2014,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,12,598012,Unreliable
Michigan,26,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,15,598012,Unreliable
Michigan,26,2014,2014,Female,F,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,15,598012,Unreliable
Michigan,26,2014,2014,Male,M,"Brain, unspecified - Malignant neoplasms",C71.9,10,603031,Unreliable
Michigan,26,2014,2014,Male,M,Other obesity,E66.8,10,603031,Unreliable
Michigan,26,2014,2014,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,51,603031,8.5
Michigan,26,2014,2014,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,10,603031,Unreliable
Michigan,26,2014,2014,Male,M,"Atherosclerotic cardiovascular disease, so described",I25.0,13,603031,Unreliable
Michigan,26,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,10,603031,Unreliable
Michigan,26,2014,2014,Male,M,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,10,603031,Unreliable
Michigan,26,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,16,603031,Unreliable
Michigan,26,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,43,603031,7.1
Michigan,26,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,123,603031,20.4
Michigan,26,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,84,603031,13.9
Michigan,26,2014,2014,Male,M,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,603031,Unreliable
Michigan,26,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,59,603031,9.8
Michigan,26,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,11,603031,Unreliable
Michigan,26,2014,2014,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,17,603031,Unreliable
Michigan,26,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,52,603031,8.6
Michigan,26,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,96,603031,15.9
Michigan,26,2014,2014,Male,M,Assault by sharp object,X99,12,603031,Unreliable
Michigan,26,2014,2014,Male,M,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,18,603031,Unreliable
Minnesota,27,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,368640,Unreliable
Minnesota,27,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,368640,Unreliable
Minnesota,27,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,14,378801,Unreliable
Minnesota,27,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,378801,10
Minnesota,27,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,378801,6.3
Minnesota,27,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,34,378801,9
Minnesota,27,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,19,378801,Unreliable
Minnesota,27,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,11,378801,Unreliable
Mississippi,28,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,198229,Unreliable
Mississippi,28,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,10,198229,Unreliable
Mississippi,28,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,10,193501,Unreliable
Mississippi,28,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,19,193501,Unreliable
Mississippi,28,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,193501,Unreliable
Mississippi,28,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,193501,12.4
Mississippi,28,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,24,193501,12.4
Mississippi,28,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,16,193501,Unreliable
Mississippi,28,2014,2014,Male,M,Assault by handgun discharge,X93,19,193501,Unreliable
Mississippi,28,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,42,193501,21.7
Missouri,29,2014,2014,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,11,401589,Unreliable
Missouri,29,2014,2014,Female,F,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,401589,Unreliable
Missouri,29,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15,401589,Unreliable
Missouri,29,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,43,401589,10.7
Missouri,29,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,401589,5.2
Missouri,29,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,10,401589,Unreliable
Missouri,29,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,11,401589,Unreliable
Missouri,29,2014,2014,Male,M,"Acute myocardial infarction, unspecified",I21.9,13,400963,Unreliable
Missouri,29,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,16,400963,Unreliable
Missouri,29,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,34,400963,8.5
Missouri,29,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,111,400963,27.7
Missouri,29,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,400963,8.7
Missouri,29,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,47,400963,11.7
Missouri,29,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,26,400963,6.5
Missouri,29,2014,2014,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,12,400963,Unreliable
Missouri,29,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,27,400963,6.7
Missouri,29,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,87,400963,21.7
Nebraska,31,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,17,129511,Unreliable
Nebraska,31,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,23,129511,17.8
Nebraska,31,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,11,129511,Unreliable
Nevada,32,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,199012,Unreliable
Nevada,32,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,207901,11.1
Nevada,32,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,207901,10.6
Nevada,32,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,22,207901,10.6
Nevada,32,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,31,207901,14.9
Nevada,32,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,23,207901,11.1
New Hampshire,33,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,75543,29.1
New Hampshire,33,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,66,78539,84
New Hampshire,33,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,14,78539,Unreliable
New Hampshire,33,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,10,78539,Unreliable
New Jersey,34,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,10,568253,Unreliable
New Jersey,34,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,568253,Unreliable
New Jersey,34,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,50,568253,8.8
New Jersey,34,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,12,568253,Unreliable
New Jersey,34,2014,2014,Male,M,"Cardiomyopathy, unspecified",I42.9,10,580169,Unreliable
New Jersey,34,2014,2014,Male,M,Other ill-defined and unspecified causes of mortality,R99,17,580169,Unreliable
New Jersey,34,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,16,580169,Unreliable
New Jersey,34,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,10,580169,Unreliable
New Jersey,34,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,11,580169,Unreliable
New Jersey,34,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,103,580169,17.8
New Jersey,34,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,119,580169,20.5
New Jersey,34,2014,2014,Male,M,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,580169,Unreliable
New Jersey,34,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,43,580169,7.4
New Jersey,34,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,16,580169,Unreliable
New Jersey,34,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,80,580169,13.8
New Mexico,35,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,135770,19.2
New Mexico,35,2014,2014,Male,M,"Atherosclerotic cardiovascular disease, so described",I25.0,10,143927,Unreliable
New Mexico,35,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,32,143927,22.2
New Mexico,35,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,35,143927,24.3
New Mexico,35,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,24,143927,16.7
New Mexico,35,2014,2014,Male,M,Intentional self-harm by handgun discharge,X72,13,143927,Unreliable
New Mexico,35,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,16,143927,Unreliable
New Mexico,35,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,16,143927,Unreliable
New Mexico,35,2014,2014,Male,M,Assault by sharp object,X99,10,143927,Unreliable
New York,36,2014,2014,Female,F,"Septicaemia, unspecified",A41.9,10,1431427,Unreliable
New York,36,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,27,1431427,1.9
New York,36,2014,2014,Female,F,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,11,1431427,Unreliable
New York,36,2014,2014,Female,F,Other ill-defined and unspecified causes of mortality,R99,21,1431427,1.5
New York,36,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,12,1431427,Unreliable
New York,36,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,47,1431427,3.3
New York,36,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,63,1431427,4.4
New York,36,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,31,1431427,2.2
New York,36,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,11,1431427,Unreliable
New York,36,2014,2014,Male,M,Malignant neoplasm without specification of site,C80,11,1415946,Unreliable
New York,36,2014,2014,Male,M,"Obesity, unspecified",E66.9,10,1415946,Unreliable
New York,36,2014,2014,Male,M,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",F19.1,11,1415946,Unreliable
New York,36,2014,2014,Male,M,Hypertensive heart disease without (congestive) heart failure,I11.9,19,1415946,Unreliable
New York,36,2014,2014,Male,M,Atherosclerotic heart disease,I25.1,10,1415946,Unreliable
New York,36,2014,2014,Male,M,"Pneumonia, unspecified",J18.9,10,1415946,Unreliable
New York,36,2014,2014,Male,M,"Asthma, unspecified",J45.9,13,1415946,Unreliable
New York,36,2014,2014,Male,M,Alcoholic cirrhosis of liver,K70.3,10,1415946,Unreliable
New York,36,2014,2014,Male,M,Other ill-defined and unspecified causes of mortality,R99,49,1415946,3.5
New York,36,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,24,1415946,1.7
New York,36,2014,2014,Male,M,Person injured in collision between other specified motor vehicles (traffic),V87.7,14,1415946,Unreliable
New York,36,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,27,1415946,1.9
New York,36,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,206,1415946,14.5
New York,36,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,143,1415946,10.1
New York,36,2014,2014,Male,M,Accidental poisoning by and exposure to alcohol,X45,13,1415946,Unreliable
New York,36,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,98,1415946,6.9
New York,36,2014,2014,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,15,1415946,Unreliable
New York,36,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,30,1415946,2.1
New York,36,2014,2014,Male,M,Intentional self-harm by jumping from a high place,X80,24,1415946,1.7
New York,36,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,106,1415946,7.5
New York,36,2014,2014,Male,M,Assault by sharp object,X99,25,1415946,1.8
New York,36,2014,2014,Male,M,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,12,1415946,Unreliable
North Carolina,37,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,10,655619,Unreliable
North Carolina,37,2014,2014,Female,F,Other ill-defined and unspecified causes of mortality,R99,12,655619,Unreliable
North Carolina,37,2014,2014,Female,F,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,24,655619,3.7
North Carolina,37,2014,2014,Female,F,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,40,655619,6.1
North Carolina,37,2014,2014,Female,F,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,33,655619,5
North Carolina,37,2014,2014,Female,F,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,13,655619,Unreliable
North Carolina,37,2014,2014,Female,F,"Intentional self-harm by hanging, strangulation and suffocation",X70,11,655619,Unreliable
North Carolina,37,2014,2014,Female,F,Intentional self-harm by other and unspecified firearm discharge,X74,16,655619,Unreliable
North Carolina,37,2014,2014,Female,F,Assault by other and unspecified firearm discharge,X95,11,655619,Unreliable
North Carolina,37,2014,2014,Male,M,Atherosclerotic heart disease,I25.1,12,636631,Unreliable
North Carolina,37,2014,2014,Male,M,Other ill-defined and unspecified causes of mortality,R99,17,636631,Unreliable
North Carolina,37,2014,2014,Male,M,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,14,636631,Unreliable
North Carolina,37,2014,2014,Male,M,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,14,636631,Unreliable
North Carolina,37,2014,2014,Male,M,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,79,636631,12.4
North Carolina,37,2014,2014,Male,M,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,120,636631,18.8
North Carolina,37,2014,2014,Male,M,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,65,636631,10.2
North Carolina,37,2014,2014,Male,M,"Intentional self-harm by hanging, strangulation and suffocation",X70,52,636631,8.2
North Carolina,37,2014,2014,Male,M,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,12,636631,Unreliable
North Carolina,37,2014,2014,Male,M,Intentional self-harm by other and unspecified firearm discharge,X74,51,636631,8
North Carolina,37,2014,2014,Male,M,Assault by other and unspecified firearm discharge,X95,97,636631,15.2
North Carolina,37,2014,2014,Male,M,Assault by sharp object,X99,14,636631,Unreliable
Ohio,39,2014,2014,Female,F,"Breast, unspecified - Malignant neoplasms",C50.9,17,734604,Unreliable
